"RGID","longitude","latitude","maat","pisr"
1,445667.3452,3369434.664,-1.55217802524567,1256.8134765625
1,401665.0128,3368026.277,-0.553961098194122,1248.92150878906
1,433857.1046,3368747.286,-3.61723732948303,1367.66613769531
1,307870.6123,3400898.924,-1.23795330524445,1402.72302246094
1,264633.8469,3441171.615,-0.593433141708374,1357.13598632812
1,253226.7382,3453383.069,-0.993278980255127,1350.03051757812
1,339852.4624,3409211.089,-3.39971876144409,1402.73547363281
1,389114.6307,3370171.546,-2.59624934196472,1337.74011230469
1,344887.3814,3433045.771,-4.51360988616943,1357.86120605469
1,408072.3266,3411812.394,-3.69845104217529,1378.70141601562
1,338365.2209,3385367.075,-0.77557373046875,1278.66711425781
1,397185.1643,3354721.262,-1.69617128372192,1175.72058105469
1,393431.9712,3362308.127,-2.72012066841125,1312.65075683594
1,324411.783,3450831.504,-5.975172996521,1481.01159667969
1,324157.6236,3449385.465,-5.83516263961792,1375.81494140625
1,394134.5367,3361613.536,-2.99976444244385,1297.69262695312
1,393666.1457,3362190.9,-2.36380219459534,1296.42895507812
1,393216.4887,3362948.875,-1.97450304031372,1294.07067871094
1,426734.1753,3357767.298,0.412642747163773,1274.53991699219
1,426201.3921,3358305.176,-0.0751573443412781,1314.44287109375
1,430268.5903,3355369.067,0.699165761470795,1160.05480957031
1,408079.1397,3336249.937,1.9966014623642,1375.408203125
0,374745.7568,3347073.747,2.83821892738342,1199.54370117188
0,376109.7501,3346964.889,1.49242734909058,1250.72680664062
1,391878.666,3339522.28,0.330792814493179,1339.64575195312
1,391099.2964,3340171.933,-0.215914338827133,1332.78845214844
1,390660.6363,3340993.803,-0.579231381416321,1364.875
1,393052.9753,3340891.295,1.71146714687347,1251.20886230469
1,391159.7056,3338535.552,1.72829234600067,1140.97802734375
1,390630.7477,3339444.654,0.235467478632927,1207.53051757812
1,393010.2548,3346698.019,-1.78965640068054,1379.25915527344
1,421951.6488,3367218.376,0.02292893640697,1125.02868652344
1,424938.2294,3367804.872,-1.16400742530823,1214.94384765625
1,422231.2594,3367480.802,-0.246583998203278,967.810180664062
1,425976.9845,3362871.891,-1.29244112968445,1386.19287109375
1,427303.5769,3363524.456,-0.832385063171387,1317.00854492188
1,426397.0292,3359237.102,-0.521824777126312,1147.16931152344
1,426611.3904,3358930.778,-0.602110505104065,1240.369140625
1,427218.8611,3358870.847,0.647352814674377,997.453735351562
1,427749.5693,3358466.354,0.176819443702698,1111.52587890625
1,429414.3491,3359410.517,-1.19805085659027,1367.19677734375
1,429453.5088,3358735.127,-1.0964081287384,1247.84094238281
1,373390.4647,3359366.164,0.713370800018311,1148.27331542969
1,364251.8886,3367329.293,2.53826856613159,1287.63330078125
1,365189.8785,3366724.348,1.36555516719818,1155.16430664062
0,365262.8298,3367455.488,3.1827085018158,1120.40612792969
0,371405.5643,3367620.225,1.55004131793976,1195.42041015625
1,380237.0033,3366520.117,4.1432900428772,1156.60925292969
1,380860.5034,3365941.431,2.41622042655945,1117.44970703125
1,381410.713,3366052.904,1.93336236476898,1059.21350097656
1,381533.2484,3364868.451,-0.0920271947979927,1082.23840332031
1,380553.9213,3360152.913,-0.877545118331909,1296.04968261719
1,384622.0701,3365879.005,-1.80714154243469,1339.63012695312
1,385867.2158,3366629.87,0.663506329059601,1057.22766113281
1,391841.4256,3383578.635,0.694115102291107,1096.56506347656
1,391325.4135,3382809.712,-0.176075726747513,1152.54858398438
1,393566.0673,3388289.01,0.282762974500656,1187.81774902344
1,393960.3121,3388413.698,0.0792229846119881,1222.92590332031
1,394043.0739,3388622.26,-0.0396434515714645,1205.44799804688
1,395619.5255,3389990.368,-0.856878995895386,1263.13330078125
1,397503.0258,3388158.195,-2.80408215522766,1321.23950195312
1,397995.5503,3387905.8,-2.92002367973328,1380.97961425781
1,396573.4402,3387263.409,-1.96944665908813,1216.13610839844
1,394938.7279,3389122.354,-0.249731108546257,1144.34167480469
1,398713.0595,3392584.042,-2.22134399414062,1295.517578125
1,399453.599,3392190.495,-1.74221515655518,1191.8466796875
1,399318.763,3392301.485,-1.49689519405365,1147.46240234375
1,400268.0983,3392234.236,-0.710450947284698,1177.17211914062
1,395103.3641,3391215.169,-0.738109350204468,1203.70971679688
1,398487.2082,3383451.93,-2.36198997497559,1395.99084472656
1,392399.4688,3381440.959,-1.69657683372498,1313.50366210938
1,393233.052,3379940.25,-1.71026766300201,1203.40808105469
1,393232.0662,3381277.748,-0.292389303445816,1182.96704101562
1,414696.1766,3359160.205,-2.31834530830383,1396.55651855469
0,414682.197,3358442.818,-0.234683752059937,1337.14501953125
1,405001.9807,3356579.952,-2.09382176399231,1241.57153320312
1,416222.3282,3360304.509,0.213170066475868,1135.7890625
1,405075.0767,3355744.542,-2.0679349899292,1200.9921875
1,380525.497,3390690.783,-1.26329290866852,923.718078613281
1,369452.4394,3391644.815,3.77856230735779,989.842468261719
1,372070.1905,3386484.856,0.954771101474762,1246.58813476562
1,378676.607,3406520.954,-1.83560681343079,1347.29858398438
1,379759.3898,3406888.065,-0.494090974330902,1206.31481933594
1,380266.6686,3406629.537,-1.0430326461792,1222.03881835938
1,380748.7487,3413959.881,-2.58591294288635,1391.28259277344
1,381619.3812,3412990.802,-1.93237864971161,1095.81762695312
1,382025.6867,3413104.583,-1.61158561706543,1197.89111328125
1,343954.4215,3387351.078,-1.0847407579422,1103.55114746094
1,343536.4034,3387382.634,-1.59631335735321,1004.24914550781
1,339687.0414,3390000.62,0.354238986968994,1249.38818359375
1,339640.0952,3389783.688,0.399605512619019,1143.41418457031
1,339146.7111,3385668.595,-0.891636550426483,1065.19702148438
1,339866.824,3385553.449,-0.0265613347291946,1200.85607910156
1,328652.1923,3421090.994,-4.38240671157837,1385.4462890625
0,269657.3628,3427749.722,0.0196299999952316,1380.72192382812
1,269045.4005,3427389.186,-0.642306208610535,1285.67407226562
1,268213.6855,3426672.189,-0.355437457561493,1334.392578125
1,260741.4503,3438339.603,0.453257024288177,1226.32604980469
1,260818.3054,3437107.404,-1.36436629295349,1263.20397949219
1,263610.5113,3438946.534,0.15790219604969,1202.70617675781
1,270165.2655,3443863.308,0.630317687988281,1233.66369628906
1,258713.5644,3449095.195,-0.561995387077332,1330.16479492188
1,251962.0895,3454401.382,-0.803630292415619,1211.60693359375
1,243976.8753,3462503.429,-1.48223829269409,1417.13269042969
0,241725.7679,3456366.54,1.28248262405396,1209.40270996094
0,241483.3892,3457470.045,3.05346632003784,1178.63171386719
1,247021.9742,3458541.317,0.158742889761925,1212.72399902344
1,247445.0048,3458840.252,0.238041326403618,1288.01513671875
0,246124.4515,3434365.195,2.12292051315308,1187.14636230469
0,247039.495,3434286.087,2.21850991249084,1295.37609863281
0,245397.9702,3433812.455,1.69696807861328,1260.48486328125
1,252287.3229,3438581.427,-0.129928648471832,1304.82641601562
1,252566.6369,3439167.873,0.465264230966568,1257.6455078125
1,252815.613,3439572.758,0.626853227615356,1206.95861816406
1,252992.7912,3439696.648,0.598020851612091,1198.98352050781
1,254224.9338,3441087.658,1.87546002864838,1157.78869628906
0,252221.6386,3439227.527,0.458628982305527,1267.49536132812
1,251439.3008,3438744.741,0.689106166362762,1157.93786621094
1,250073.7735,3440677.545,0.283726215362549,1258.80004882812
1,252209.5127,3437210.583,0.124544076621532,1258.9052734375
1,252604.1145,3437394.731,0.583414793014526,1263.79895019531
0,254003.5661,3436991.393,-0.45018082857132,1295.4873046875
1,334270.6858,3433379.274,-4.96402740478516,1280.2529296875
1,299100.8308,3420757.19,-2.28921151161194,1325.74475097656
1,291278.6756,3429243.361,-0.794627070426941,1306.44860839844
1,278513.0553,3444307.028,-1.91739690303802,1391.36364746094
1,273849.1261,3439895.709,-0.248790100216866,1206.90454101562
1,313666.522,3440816.97,-1.18890166282654,1299.2529296875
1,311187.7206,3441670.876,-0.697487235069275,1097.98266601562
1,317688.5764,3441923.654,-2.97755908966064,1240.2421875
1,317392.5536,3441944.507,-2.9547233581543,1268.79431152344
1,321135.3493,3440629.087,-3.44322776794434,1201.79125976562
1,342357.5636,3401687.36,-0.847460806369781,1285.93334960938
1,341743.7034,3401739.414,0.0423544831573963,1257.56311035156
1,340685.0453,3401729.139,0.175412222743034,1227.970703125
1,340930.896,3401136.01,-0.884101271629333,1212.1181640625
1,339575.4365,3401046.761,-0.726468086242676,1163.29333496094
1,339262.1597,3400790.908,-1.31408905982971,1159.158203125
1,341138.5996,3397087.29,-0.704699218273163,1345.384765625
1,319426.8257,3424030.979,-0.2983318567276,1305.75903320312
1,329937.749,3458144.453,-7.02385807037354,1421.25073242188
1,357727.4262,3411145.746,-1.44315791130066,1385.0341796875
1,292290.2648,3411650.998,-1.35083162784576,1354.68225097656
1,290977.7925,3411424.049,-1.63613569736481,1397.28454589844
1,290011.0496,3420966.912,-1.10903894901276,1109.46606445312
1,290002.6997,3421358.462,-0.654159486293793,1113.56176757812
0,286595.8091,3424519.605,2.06423664093018,1009.58941650391
1,270081.0101,3441928.273,-2.69868350028992,1283.49951171875
0,424496.7549,3359678.779,1.54989349842072,945.931091308594
1,419496.3545,3378735.949,-2.57131123542786,1209.50329589844
1,237006.9398,3458728.409,0.703350186347961,1246.54040527344
1,237910.8441,3458600.212,0.801941871643066,1361.53820800781
1,338169.278,3444752.753,-6.2927713394165,1474.3876953125
1,419649.6674,3374756.609,-2.65805411338806,1382.498046875
1,438630.5736,3356262.339,-0.417469441890717,1229.02819824219
1,436595.3485,3356207.602,0.220009133219719,1080.7041015625
0,424199.9506,3359188.779,2.09511756896973,1267.73522949219
0,408849.4988,3338275.401,3.14064311981201,1184.32214355469
0,407936.0671,3338265.293,5.00870656967163,986.841430664062
0,407107.4371,3337261.757,3.50187373161316,1059.14013671875
0,406206.7125,3336393.661,4.50375652313232,1228.40563964844
0,435022.9467,3338514.78,4.03759002685547,1254.73620605469
0,368542.559,3355272.871,4.28157901763916,1103.56787109375
0,368846.7239,3355113.251,3.59861707687378,1150.47143554688
0,252515.8749,3439631.569,1.01524901390076,1244.6298828125
0,243178.1622,3435764.612,2.14466571807861,1256.64538574219
0,246369.3454,3433637.306,1.28635942935944,1227.65588378906
0,323378.338,3397038.426,4.04181003570557,1252.37756347656
0,290485.6065,3408104.151,1.85862100124359,1155.56811523438
0,240932.093,3456994.629,3.1770191192627,1104.30810546875
0,270283.0581,3428093.133,0.00881516560912132,1355.20483398438
0,288556.0336,3410727.27,1.42245090007782,1082.72131347656
0,382145.0929,3388136.596,3.89821839332581,1297.75036621094
0,248036.4047,3437815.559,1.6205587387085,1166.65502929688
0,244645.5789,3434485.344,1.80558729171753,1280.09204101562
0,244046.7015,3435576.522,1.94100964069366,1269.76245117188
0,244710.2714,3435080.902,2.2453236579895,1241.41796875
0,247697.1429,3435621.611,1.03606998920441,1304.357421875
0,242261.6112,3456063.374,1.34872424602509,1166.189453125
0,248372.2576,3437099.645,0.793361306190491,1170.36730957031
0,255901.1966,3446682.62,1.77803564071655,1033.8857421875
0,254643.5818,3446995.324,2.26802945137024,1138.22521972656
0,239385.9226,3453936.706,2.30373787879944,1218.76513671875
0,242299.0549,3435395.069,2.30352973937988,1258.99438476562
0,340841.3371,3384998.122,1.74677073955536,1268.40124511719
0,341914.4725,3385557.182,0.723467946052551,1298.75036621094
0,337838.2341,3384349.577,0.369674831628799,1333.29113769531
0,307807.5185,3458340.456,-5.68804597854614,1442.8095703125
0,434690.4271,3337874.891,4.49532556533813,1225.51184082031
0,450508.2048,3319346.842,4.29590559005737,1182.66809082031
0,451091.3733,3319117.634,3.85268115997314,1124.63916015625
0,406802.9579,3336630.077,3.35532999038696,942.763610839844
0,245761.5762,3433996.005,1.70033180713654,1217.45886230469
0,323060.3748,3396501.021,4.01430702209473,1288.38671875
0,322856.5896,3394688.202,4.13084602355957,1238.30712890625
0,374609.5684,3379214.085,0.556459784507751,1320.8486328125
0,432595.0158,3336532.351,3.86349678039551,1219.43908691406
0,284501.6443,3427735.726,2.70877170562744,1178.00085449219
0,372878.7393,3380623.759,0.726039588451385,1302.029296875
0,374755.2194,3378443.68,2.06859660148621,1326.349609375
0,377571.6492,3354070.365,1.34369540214539,1233.53796386719
0,334738.5115,3383232.023,1.49058938026428,1177.02844238281
0,450241.0538,3319113.23,3.50233793258667,1180.94165039062
0,378175.5276,3353419.069,2.29107427597046,1100.67443847656
0,372326.4071,3380605.107,1.41327548027039,1313.87170410156
0,448945.7198,3367389.401,0.848359942436218,1209.84777832031
0,383178.2396,3372184.312,3.00665712356567,1291.57397460938
0,383535.1255,3372652.101,2.50096726417542,1164.33190917969
0,284374.9148,3421998.351,1.792200922966,1100.18041992188
0,407835.9382,3337888.88,4.11988735198975,1061.12561035156
0,407558.1986,3338092.587,5.01675605773926,1010.14825439453
0,406526.3831,3337266.467,4.26431369781494,1041.15930175781
0,448961.5295,3318920.821,2.99720096588135,1279.93933105469
0,448652.3902,3318066.999,3.34038209915161,1189.7900390625
0,450203.1911,3328648.227,2.28326368331909,1339.37414550781
0,301293.4068,3425494.198,0.581838726997375,1153.86010742188
0,301357.7823,3425184.479,0.116833940148354,1162.60888671875
0,301171.813,3424864.353,0.157164201140404,1152.74584960938
0,349667.5155,3407448.753,4.41889762878418,1051.40515136719
0,259946.5635,3441493.349,-0.737203538417816,1363.33898925781
0,371310.3744,3389197.393,0.968252658843994,1303.93334960938
0,321824.2116,3398771.167,2.36465644836426,1297.8017578125
0,319290.9904,3399380.865,1.68740451335907,1271.76318359375
0,322991.4678,3395283.943,3.17499256134033,1270.12329101562
0,369070.6255,3355220.187,3.67157554626465,1123.53466796875
0,369962.0796,3355400.288,3.39577579498291,1131.01171875
0,369477.23,3355206.669,3.38731098175049,1135.5810546875
0,367919.3292,3355082.097,4.81246566772461,1179.52587890625
0,375769.6156,3383382.029,1.3346141576767,1161.41870117188
0,444775.4404,3328864.155,3.89432525634766,1146.50402832031
0,417542.9196,3334757.493,4.80975341796875,1063.57092285156
0,372861.802,3356203.082,0.774258375167847,1321.00329589844
0,270539.0567,3428009.848,0.217706963419914,1356.35400390625
0,270806.6526,3427737.197,0.579849898815155,1351.34155273438
0,369369.3823,3367750.497,2.16881132125854,1230.70825195312
0,266340.9041,3426183.164,2.56196069717407,1219.140625
0,409389.6017,3336395.866,3.09170770645142,1271.7099609375
0,250556.1964,3442240.659,1.70409393310547,1106.20190429688
0,395237.3521,3346633.355,0.657575666904449,1176.85485839844
0,445369.5963,3313849.231,3.70023417472839,1322.10900878906
0,269159.8326,3426539.469,0.514002561569214,1360.58154296875
0,245887.8086,3451243.462,1.2689311504364,1130.99682617188
0,332338.288,3382836.294,2.52489113807678,1199.44763183594
0,331553.8847,3381439.674,3.54750657081604,1240.826171875
0,331499.3365,3383085.39,3.64963316917419,1123.30432128906
0,330987.4694,3392334.053,2.77148652076721,1211.24145507812
0,391511.5803,3384480.965,2.72806000709534,1105.08459472656
0,284484.093,3424241.071,3.01017498970032,1020.19152832031
0,266572.1232,3426363.666,2.15893459320068,1148.3994140625
0,394435.3491,3342644.116,3.86981463432312,1102.07495117188
0,394909.5108,3346603.249,0.49072852730751,1358.85986328125
0,380681.0612,3388276.848,2.31738686561584,1182.60668945312
0,449979.0822,3363117.698,0.178758427500725,1238.08081054688
0,451577.899,3362586.067,1.09934163093567,1334.73474121094
0,451907.2705,3362336.814,1.14639377593994,1332.6396484375
0,318469.1061,3397510.306,3.20415210723877,1292.98486328125
0,335830.692,3384510.41,2.24089884757996,1206.29370117188
0,268679.3589,3425507.115,0.642524838447571,1273.69372558594
0,287427.2941,3402435.105,1.6250022649765,1059.50048828125
0,439538.1702,3339220.592,3.57682013511658,1033.62548828125
0,374312.8974,3347483.171,3.74701571464539,1183.64367675781
0,372070.3713,3381911.37,2.51019644737244,999.085205078125
0,286183.0679,3405198.973,2.88287687301636,1241.39453125
0,342761.8225,3385648.57,0.198669135570526,1239.91320800781
